 * Serving Flask app 'node0'
 * Debug mode: on
[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://localhost:8000
[33mPress CTRL+C to quit[0m
 * Restarting with stat
 * Debugger is active!
 * Debugger PIN: 256-579-823
127.0.0.1 - - [01/Oct/2024 10:19:49] "POST /server/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:18] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:19] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:19] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:19] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:19] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:19] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:19] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:20] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:21] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:21] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:21] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:22] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:22] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:22] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:23] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:23] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:23] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:23] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:23] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:23] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:23] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:23] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:23] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:23] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:24] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:24] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:24] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:24] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:24] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:24] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:25] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:25] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:25] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:25] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:25] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:25] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:26] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:26] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:27] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:27] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:27] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:28] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:28] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:28] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:28] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:29] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:29] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:29] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:29] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:29] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:29] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:29] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:29] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:29] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:29] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:29] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:29] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:29] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:29] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:29] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:30] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:31] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:32] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:32] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:33] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2024 10:20:33] "POST /server/tasks/ HTTP/1.1" 200 -
