 * Serving Flask app 'node33'
 * Debug mode: on
[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://localhost:8033
[33mPress CTRL+C to quit[0m
 * Restarting with stat
 * Debugger is active!
 * Debugger PIN: 111-361-953
127.0.0.1 - - [23/Oct/2024 00:10:37] "GET /client/load/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:18] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:18] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:18] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:19] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:19] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:20] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:21] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:21] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:21] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:22] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:22] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:22] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:22] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:22] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:22] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:24] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:24] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:24] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:25] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:26] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:26] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:26] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:26] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:27] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:27] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:28] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:28] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:28] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:29] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:29] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:29] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:30] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:31] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:32] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:32] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:32] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:32] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:32] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:33] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:33] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:33] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:36] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:36] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:36] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:36] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:37] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:37] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:37] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:37] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:39] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:39] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:39] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:40] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:41] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:41] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:41] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:41] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:43] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:43] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:44] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:44] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:44] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:44] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:45] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:45] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:46] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:46] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:47] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:47] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:48] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:48] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:49] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:49] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:49] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:51] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:51] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:51] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:52] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:52] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:52] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:52] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:53] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:53] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:53] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:54] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:56] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:56] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:56] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:56] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:58] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:58] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:59] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:59] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:59] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:59] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:00] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:00] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:00] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:00] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:02] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:02] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:02] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:02] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:03] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:03] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:04] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:04] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:04] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:04] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:05] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:07] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:07] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:07] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:07] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:07] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:07] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:09] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:09] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:09] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:09] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:10] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:11] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:11] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:11] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:11] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:11] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:12] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:12] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:13] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:13] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:13] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:13] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:13] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:13] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:13] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:14] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:14] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:14] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:15] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:15] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:16] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:17] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:17] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:17] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:17] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:18] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:18] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:18] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:21] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:21] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:21] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:21] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:22] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:22] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:22] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:22] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:24] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:24] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:24] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:25] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:25] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:25] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:25] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:26] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:26] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:26] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:26] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:27] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:29] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:29] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:29] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:29] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:29] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:30] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:32] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:32] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:32] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:33] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:33] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:33] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:33] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:33] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:33] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:33] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:33] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:34] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:36] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:37] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:37] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:37] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:37] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:37] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:37] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:38] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:39] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:40] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:40] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:40] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:40] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:41] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:41] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:41] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:42] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:42] "POST /server/tasks/ HTTP/1.1" 200 -
