 * Serving Flask app 'node22'
 * Debug mode: on
[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://localhost:8022
[33mPress CTRL+C to quit[0m
 * Restarting with stat
 * Debugger is active!
 * Debugger PIN: 111-361-953
127.0.0.1 - - [23/Oct/2024 00:10:37] "GET /client/load/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:04] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:04] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:05] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:05] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:05] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:06] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:06] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:06] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:06] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:07] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:07] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:08] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:08] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:08] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:08] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:08] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:08] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:08] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:08] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:09] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:09] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:09] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:10] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:11] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:12] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:12] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:12] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:12] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:14] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:15] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:15] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:15] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:15] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:16] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:16] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:17] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:17] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:17] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:19] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:19] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:19] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:20] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:20] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:20] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:20] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:20] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:20] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:20] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:21] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:22] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:23] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:23] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:23] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:23] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:23] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:23] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:24] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:24] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:24] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:27] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:27] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:27] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:27] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:27] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:28] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:28] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:28] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:28] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:29] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:29] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:31] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:31] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:32] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:32] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:32] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:32] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:32] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:33] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:33] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:33] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:33] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:34] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:34] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:34] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:36] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:36] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:36] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:36] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:36] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:53:37] "POST /server/train/ HTTP/1.1" 200 -
